ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_ID2,Reviewer_Name2,Reviewer_Comments
581,PRIYA SHARMA,Male,South,KARNATA,560042,JOINT,VOTER_ID,JBR7240525,Residential,6,06/05/2022,02/06/2022,03/06/2022,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
582,VIJAY RAJAN,Female,South,KARNATA,560009,JOINT,PAN,PNCHP2225S,Commercial,11,14/02/2024,29/02/2024,07/03/2024,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
583,NISHA CHETTIAR,Female,North,KARNATA,560036,JOINT,AADHAR,5.94454E+11,Residential,10,01/12/2022,13/12/2022,01/01/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
584,JOHN RAJAN,Male,West,KARNATA,560037,INDIVIDUAL,PASSPORT,A9950091,Residential,6,23/10/2023,12/11/2023,16/11/2023,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
585,SUSANA THOMAS,Female,West,KARNATA,560011,JOINT,PASSPORT,A7598940,Commercial,12,11/04/2023,06/05/2023,10/05/2023,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
586,JENNIFER JOSHI,Male,North,KARNATA,560018,INDIVIDUAL,PAN,WSFCS7043R,Residential,12,07/06/2024,07/07/2024,09/07/2024,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
587,BERNICE NAIR,Female,East,KARNATA,560049,JOINT,VOTER_ID,YPD6357513,Residential,10,28/06/2024,,05/07/2024,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
588,DIVYA GOUNDER,Male,West,KARNATA,560063,JOINT,PAN,UMCTS6783R,Residential,11,25/10/2023,,29/10/2023,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
589,SANJAY REDDY,Male,North,KARNATA,560028,JOINT,PASSPORT,D9181335,Residential,6,02/08/2022,,11/08/2022,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
590,SUDHIR GILL,Female,South,KARNATA,560065,INDIVIDUAL,VOTER_ID,FJZ9614497,Residential,7,12/07/2022,30/07/2022,05/08/2022,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
591,NICOLE KAMATH,Male,North,KARNATA,560031,INDIVIDUAL,PASSPORT,C5475434,Residential,8,09/11/2023,25/11/2023,04/12/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
592,MYRA RODRIGUES,Male,South,KARNATA,560051,JOINT,PAN,BHCQT7923G,Commercial,4,17/02/2023,02/03/2023,19/03/2023,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
593,DIVYA RODRIGUES,Male,North,KARNATA,560032,INDIVIDUAL,VOTER_ID,CXO5005847,Residential,9,14/04/2022,08/05/2022,21/05/2022,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
594,BRIAN JOSHI,Female,West,KARNATA,560027,INDIVIDUAL,VOTER_ID,JHP1052124,Residential,3,31/05/2023,,10/06/2023,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
595,DINESH MEHTA,Male,East,KARNATA,560009,INDIVIDUAL,VOTER_ID,ILZ8962478,Commercial,6,22/01/2022,04/02/2022,07/02/2022,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
596,LATHA MATHEW,Female,North,KARNATA,560063,INDIVIDUAL,PASSPORT,B1757936,Residential,10,28/11/2023,10/12/2023,27/12/2023,Rejected,4510,VINOD GUPTA,4510,VINOD GUPTA,KYC failed
597,HEMA GOWDA,Male,North,KARNATA,560039,JOINT,PASSPORT,H6885129,Commercial,11,14/05/2023,02/06/2023,03/06/2023,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
598,PREMA GEORGE,Female,North,KARNATA,560035,INDIVIDUAL,VOTER_ID,ZWR3376209,Commercial,8,01/02/2022,01/03/2022,15/03/2022,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
599,RAJIV PILLAI,Male,West,KARNATA,560014,JOINT,PASSPORT,C5451151,Commercial,6,05/02/2023,18/02/2023,28/02/2023,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
600,RADHA GOUNDER,Female,North,KARNATA,560056,JOINT,PAN,HZMRM3461Q,Commercial,10,26/07/2023,,31/07/2023,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
601,ANTHONY KAUR,Male,West,KARNATA,560006,INDIVIDUAL,PAN,VDMAJ1010B,Commercial,3,25/12/2022,,03/01/2023,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
602,JASON BHAT,Male,South,KARNATA,560056,INDIVIDUAL,PAN,FMJVQ7923M,Residential,5,06/11/2022,16/11/2022,05/12/2022,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
603,NISHA KRISHNAN,Male,South,KARNATA,560033,INDIVIDUAL,PASSPORT,D6050986,Commercial,2,01/11/2022,26/11/2022,11/12/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
604,TORI RODRIGUES,Male,South,KARNATA,560057,JOINT,PAN,MLKKA1432Y,Commercial,2,13/02/2024,27/02/2024,06/03/2024,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
605,DANIEL MURTHY,Female,North,KARNATA,560051,INDIVIDUAL,PASSPORT,A8764626,Commercial,1,28/03/2022,22/04/2022,26/04/2022,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
606,KIRAN KAUR,Female,East,KARNATA,560008,INDIVIDUAL,AADHAR,3.26352E+11,Residential,9,29/01/2024,07/02/2024,15/02/2024,Rejected,1460,HEM CHAND,1460,HEM CHAND,KYC failed
607,REKHA GILL,Male,West,KARNATA,560026,INDIVIDUAL,AADHAR,2.67504E+11,Residential,9,10/04/2022,18/04/2022,04/05/2022,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
608,PRIYA REDDY,Male,East,KARNATA,560052,JOINT,VOTER_ID,VVO8367376,Residential,7,30/05/2022,,02/06/2022,Pending,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
609,ERIC MUDALIAR,Male,West,KARNATA,560062,JOINT,PAN,RYMRK2758O,Commercial,7,01/06/2022,20/06/2022,24/06/2022,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
610,DAVID KRISHNAN,Female,North,KARNATA,560057,INDIVIDUAL,PAN,ZMSHZ6861Q,Residential,6,25/12/2023,15/01/2024,18/01/2024,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
611,MYRA RAJAN,Female,West,KARNATA,560018,JOINT,PAN,YBVMZ3955S,Commercial,3,16/12/2023,08/01/2024,20/01/2024,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
612,ANTHONY PATEL,Male,South,KARNATA,560030,INDIVIDUAL,AADHAR,6.22609E+11,Commercial,4,01/03/2024,,05/03/2024,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
613,NAVEEN PHILIP,Female,North,KARNATA,560008,JOINT,AADHAR,1.8053E+11,Commercial,6,14/09/2023,,15/09/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
614,KEVIN HEGDE,Female,South,KARNATA,560026,INDIVIDUAL,PAN,MRFTL9659Z,Residential,2,20/08/2023,15/09/2023,19/09/2023,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
615,AMIT SHETTY,Male,East,KARNATA,560053,INDIVIDUAL,PAN,ESXQM4399S,Commercial,9,27/12/2022,18/01/2023,23/01/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
616,DEEPA PHILIP,Male,North,KARNATA,560017,JOINT,AADHAR,6.45967E+11,Residential,1,08/09/2023,13/09/2023,21/09/2023,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
617,AVERY MATHEW,Male,South,KARNATA,560037,INDIVIDUAL,VOTER_ID,WYN7697794,Residential,9,16/12/2023,,26/12/2023,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
618,PRAKASH SHARMA,Male,East,KARNATA,560054,JOINT,VOTER_ID,ITD6529924,Residential,4,21/05/2023,13/06/2023,03/07/2023,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
619,JAMES SOUZA,Male,West,KARNATA,560017,JOINT,AADHAR,1.39102E+11,Commercial,9,19/08/2022,,26/08/2022,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
620,TINA JOSHI,Male,North,KARNATA,560004,INDIVIDUAL,PASSPORT,A9089526,Residential,7,24/02/2024,04/03/2024,18/03/2024,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
621,ANDREW HEGDE,Male,East,KARNATA,560046,INDIVIDUAL,PAN,LBGPF9785S,Residential,1,13/06/2024,,14/06/2024,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
622,DANIEL HEGDE,Male,East,KARNATA,560006,JOINT,PAN,PXZDK3005V,Residential,2,14/09/2022,25/09/2022,11/10/2022,Rejected,1678,Manoj Parihar,1678,Manoj Parihar,KYC failed
623,KAVYA GILL,Female,East,KARNATA,560032,JOINT,PAN,SNBXS8966I,Residential,4,21/05/2022,,30/05/2022,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
624,MANJULA NAICKER,Male,North,KARNATA,560048,INDIVIDUAL,AADHAR,3.61898E+11,Commercial,11,22/02/2024,01/03/2024,02/03/2024,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
625,ANIL BHAT,Female,East,KARNATA,560011,INDIVIDUAL,PAN,WJAJL4677G,Commercial,3,07/11/2023,13/11/2023,23/11/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
626,JENNIFER SWAMY,Female,East,KARNATA,560028,INDIVIDUAL,PAN,SQWUY1935Z,Residential,9,02/02/2023,28/02/2023,10/03/2023,Rejected,4510,VINOD GUPTA,4510,VINOD GUPTA,KYC failed
627,DEEPA RAJAN,Female,South,KARNATA,560049,JOINT,VOTER_ID,DAU5603547,Residential,4,29/02/2024,15/03/2024,03/04/2024,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
628,PADMA BHAT,Female,East,KARNATA,560033,INDIVIDUAL,AADHAR,7.24088E+11,Commercial,5,17/05/2024,05/06/2024,06/06/2024,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
629,VIJAY PATEL,Female,West,KARNATA,560028,JOINT,AADHAR,4.00989E+11,Commercial,2,28/03/2023,26/04/2023,05/05/2023,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
630,DANIEL JOSHI,Male,South,KARNATA,560007,INDIVIDUAL,AADHAR,1.41466E+11,Residential,11,03/06/2023,,13/06/2023,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
631,USHA JOSHI,Male,East,KARNATA,560033,INDIVIDUAL,PAN,OBGCN2854Q,Residential,4,28/07/2022,13/08/2022,27/08/2022,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
632,IMRAN GOWDA,Male,East,KARNATA,560047,JOINT,PASSPORT,F8896784,Commercial,10,01/02/2022,07/02/2022,17/02/2022,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
633,KEVIN SWAMY,Male,East,KARNATA,560045,INDIVIDUAL,PASSPORT,A3517835,Commercial,11,22/03/2022,03/04/2022,22/04/2022,Rejected,4510,VINOD GUPTA,4510,VINOD GUPTA,KYC failed
634,SUNITA MENON,Male,West,KARNATA,560057,JOINT,PAN,FOXIU6930H,Commercial,6,06/02/2024,04/03/2024,12/03/2024,Rejected,2456,RAHUL SINGH,2456,RAHUL SINGH,KYC failed
635,SAMIR PILLAI,Female,North,KARNATA,560047,JOINT,VOTER_ID,LKO3101870,Residential,7,22/11/2023,01/12/2023,21/12/2023,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
636,GAYLE THOMAS,Male,North,KARNATA,560053,JOINT,VOTER_ID,OQU4018484,Commercial,1,20/06/2022,03/07/2022,21/07/2022,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
637,DANIEL PATEL,Female,North,KARNATA,560022,INDIVIDUAL,VOTER_ID,NNK8086002,Commercial,3,16/02/2023,,20/02/2023,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
638,GAYLE GEORGE,Male,North,KARNATA,560010,JOINT,PASSPORT,G8545615,Commercial,5,15/02/2024,24/02/2024,01/03/2024,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
639,ALEX KUMAR,Female,West,KARNATA,560049,JOINT,PASSPORT,C9534019,Commercial,2,26/08/2022,10/09/2022,12/09/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
640,IMRAN THOMAS,Female,East,KARNATA,560023,INDIVIDUAL,AADHAR,9.07407E+11,Residential,7,16/06/2023,10/07/2023,21/07/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
641,IMRAN RAO,Male,East,KARNATA,560036,JOINT,PASSPORT,D3840731,Commercial,5,13/09/2023,,17/09/2023,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
642,BRIAN GUPTA,Male,North,KARNATA,560006,INDIVIDUAL,AADHAR,1.29302E+11,Commercial,4,16/10/2022,08/11/2022,22/11/2022,Rejected,2456,RAHUL SINGH,2456,RAHUL SINGH,KYC failed
643,MADHU KAMATH,Female,North,KARNATA,560016,JOINT,PASSPORT,H5413356,Residential,3,13/10/2022,,15/10/2022,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
644,RAJIV JOSHI,Male,East,KARNATA,560021,JOINT,PAN,LTRBR1628N,Residential,12,24/03/2024,04/04/2024,22/04/2024,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
645,CONNOR SHETTY,Female,South,KARNATA,560026,JOINT,PASSPORT,C9128681,Residential,12,24/05/2023,04/06/2023,07/06/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
646,MICHAEL RODRIGUES,Male,West,KARNATA,560027,INDIVIDUAL,AADHAR,8.5771E+11,Commercial,10,25/01/2023,,29/01/2023,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
647,ASHOK SINGH,Female,South,KARNATA,560038,JOINT,PASSPORT,G6991611,Commercial,5,09/04/2022,08/05/2022,18/05/2022,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
648,ADELE MEHTA,Female,North,KARNATA,560023,JOINT,PAN,RJKDW9014T,Commercial,11,29/08/2022,11/09/2022,28/09/2022,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
649,MIKE NAICKER,Female,East,KARNATA,560041,JOINT,PASSPORT,H8133660,Commercial,5,25/02/2022,25/03/2022,02/04/2022,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
650,ALVARO HEGDE,Female,South,KARNATA,560022,INDIVIDUAL,AADHAR,7.72649E+11,Commercial,3,12/09/2023,10/10/2023,11/10/2023,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
651,VIKRAM GEORGE,Female,North,KARNATA,560007,INDIVIDUAL,PAN,NZVKS5754Z,Residential,6,06/12/2022,28/12/2022,05/01/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
652,JAYA SHARMA,Male,West,KARNATA,560063,INDIVIDUAL,VOTER_ID,HAQ5149152,Residential,5,07/02/2024,08/03/2024,21/03/2024,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
653,SWATI BHAT,Male,North,KARNATA,560010,JOINT,AADHAR,9.16107E+11,Residential,2,24/01/2024,10/02/2024,17/02/2024,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
654,TINA THOMAS,Female,North,KARNATA,560039,JOINT,PASSPORT,D2672339,Commercial,11,14/08/2023,28/08/2023,11/09/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
655,LAKSHMI NAICKER,Female,West,KARNATA,560037,INDIVIDUAL,PASSPORT,A9338861,Commercial,6,21/02/2024,29/02/2024,15/03/2024,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
656,PRIYA JOSHI,Female,East,KARNATA,560062,INDIVIDUAL,PAN,IVZCE9025S,Residential,2,25/05/2022,14/06/2022,01/07/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
657,MIKE CHETTIAR,Female,West,KARNATA,560040,JOINT,VOTER_ID,ARP1093478,Commercial,12,03/08/2022,,11/08/2022,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
658,ROCKY MEHTA,Female,West,KARNATA,560062,INDIVIDUAL,AADHAR,8.70628E+11,Residential,7,11/05/2022,,14/05/2022,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
659,ERIC VERMA,Female,North,KARNATA,560005,JOINT,PASSPORT,C9801144,Commercial,3,06/02/2024,,13/02/2024,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
660,ROCCO MENON,Female,East,KARNATA,560035,JOINT,PAN,OEHRU7082Q,Commercial,8,19/04/2023,04/05/2023,09/05/2023,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
661,DAVID THOMAS,Female,South,KARNATA,560020,JOINT,AADHAR,4.39326E+11,Residential,4,12/12/2023,31/12/2023,11/01/2024,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
662,SUNIL KAMATH,Male,North,KARNATA,560045,INDIVIDUAL,PAN,QYHVW6009L,Commercial,5,29/07/2023,24/08/2023,31/08/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
663,KEVIN GUPTA,Female,South,KARNATA,560034,INDIVIDUAL,VOTER_ID,UPT6539168,Commercial,12,11/06/2024,,19/06/2024,Pending,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
664,MICHAEL JOSHI,Male,North,KARNATA,560019,INDIVIDUAL,VOTER_ID,MAC1875589,Residential,9,06/04/2024,02/05/2024,18/05/2024,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
665,NEHA MENON,Male,West,KARNATA,560049,JOINT,PASSPORT,F6230495,Commercial,9,22/03/2022,,26/03/2022,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
666,GIRISH GOWDA,Female,West,KARNATA,560063,JOINT,AADHAR,8.14835E+11,Commercial,3,26/01/2022,,03/02/2022,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
667,PAUL MURTHY,Male,West,KARNATA,560048,INDIVIDUAL,AADHAR,5.86172E+11,Commercial,9,19/07/2022,02/08/2022,13/08/2022,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
668,SABINA MUDALIAR,Male,East,KARNATA,560005,JOINT,PASSPORT,G1736811,Commercial,5,03/10/2023,26/10/2023,27/10/2023,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
669,GEETA SINGH,Female,North,KARNATA,560005,JOINT,AADHAR,2.70567E+11,Residential,3,26/03/2022,03/04/2022,05/04/2022,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
670,ROCKY IYER,Female,South,KARNATA,560003,JOINT,PAN,XEZSJ1232V,Commercial,7,07/05/2024,,08/05/2024,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
671,KIRAN MUDALIAR,Male,East,KARNATA,560011,INDIVIDUAL,PASSPORT,A5622550,Residential,12,02/06/2023,27/06/2023,28/06/2023,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
672,GANESH MATHEW,Male,East,KARNATA,560060,INDIVIDUAL,PASSPORT,B2950547,Residential,3,18/01/2024,02/02/2024,21/02/2024,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
673,TINA KUMAR,Male,East,KARNATA,560059,INDIVIDUAL,VOTER_ID,IRY4205892,Residential,5,24/02/2022,10/03/2022,16/03/2022,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
674,MEENA THOMAS,Female,South,KARNATA,560025,JOINT,VOTER_ID,EHS5438331,Residential,8,30/12/2022,15/01/2023,01/02/2023,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
675,CHRIS KRISHNAN,Female,South,KARNATA,560027,JOINT,PAN,QRHIZ5406C,Residential,5,12/08/2022,18/08/2022,22/08/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
676,POOJA SHETTY,Female,East,KARNATA,560048,JOINT,AADHAR,8.70184E+11,Residential,11,03/01/2023,,04/01/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
677,POOJA GEORGE,Female,North,KARNATA,560024,JOINT,PAN,EOTLQ8126X,Commercial,8,04/05/2024,01/06/2024,13/06/2024,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
678,MOHAN FERNANDEZ,Female,North,KARNATA,560030,INDIVIDUAL,PASSPORT,G5519127,Commercial,10,30/01/2022,09/02/2022,19/02/2022,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
679,MEENA SHETTY,Male,East,KARNATA,560007,INDIVIDUAL,PAN,UDIKL3416G,Residential,5,11/11/2022,23/11/2022,30/11/2022,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
680,PUSHPA MEHTA,Male,East,KARNATA,560001,JOINT,VOTER_ID,IMR4565022,Commercial,11,21/01/2023,,25/01/2023,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
681,DANIEL THOMAS,Male,West,KARNATA,560042,JOINT,PASSPORT,G9960965,Residential,6,16/05/2023,,26/05/2023,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
682,RAJESH SINGH,Male,East,KARNATA,560047,JOINT,AADHAR,7.59752E+11,Commercial,2,24/10/2023,13/11/2023,20/11/2023,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
683,BERNICE RODRIGUES,Male,East,KARNATA,560050,INDIVIDUAL,PASSPORT,C5780904,Commercial,7,23/11/2023,,24/11/2023,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
684,SARAH RAO,Female,North,KARNATA,560060,INDIVIDUAL,PAN,RCWUA6226E,Commercial,11,11/04/2023,06/05/2023,19/05/2023,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
685,BERNICE RODRIGUES,Female,North,KARNATA,560058,JOINT,PASSPORT,F9976215,Commercial,2,15/03/2024,02/04/2024,20/04/2024,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
686,ALEX KUMAR,Female,East,KARNATA,560026,JOINT,PASSPORT,A8797432,Commercial,1,05/05/2022,,13/05/2022,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
687,LATHA JACOB,Female,West,KARNATA,560044,JOINT,AADHAR,3.94389E+11,Residential,5,01/01/2023,20/01/2023,31/01/2023,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
688,LATHA MENON,Female,North,KARNATA,560051,INDIVIDUAL,VOTER_ID,CCS9278722,Commercial,5,20/12/2022,16/01/2023,05/02/2023,Rejected,1460,HEM CHAND,1460,HEM CHAND,KYC failed
689,JESSICA NAIR,Female,East,KARNATA,560005,INDIVIDUAL,AADHAR,6.64281E+11,Residential,6,15/10/2023,,22/10/2023,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
690,MARK SHAH,Male,West,KARNATA,560015,INDIVIDUAL,PAN,ZQOUS1800L,Commercial,4,18/02/2024,02/03/2024,08/03/2024,Rejected,1678,Manoj Parihar,1678,Manoj Parihar,KYC failed
691,RAJESH FERNANDEZ,Male,East,KARNATA,560035,INDIVIDUAL,PASSPORT,D1314051,Commercial,11,13/05/2022,01/06/2022,21/06/2022,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
692,PETER JOSHI,Male,East,KARNATA,560029,INDIVIDUAL,PAN,SPLKP9871M,Commercial,9,13/01/2022,28/01/2022,09/02/2022,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
693,VIJAY CHETTIAR,Male,South,KARNATA,560050,JOINT,PASSPORT,A2318832,Commercial,9,20/12/2022,17/01/2023,03/02/2023,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
694,ROCCO THOMAS,Female,West,KARNATA,560004,INDIVIDUAL,VOTER_ID,QOK1392726,Commercial,9,01/02/2024,13/02/2024,26/02/2024,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
695,TORI SWAMY,Male,North,KARNATA,560051,INDIVIDUAL,VOTER_ID,ZOE3669548,Commercial,9,23/02/2023,06/03/2023,20/03/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
696,ROCKY JACOB,Male,East,KARNATA,560065,JOINT,VOTER_ID,WMM8540619,Residential,3,14/02/2023,08/03/2023,19/03/2023,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
697,MAHESH IYER,Female,West,KARNATA,560054,JOINT,VOTER_ID,QQD9445000,Residential,10,08/08/2023,,09/08/2023,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
698,ERIC RAJAN,Female,North,KARNATA,560048,INDIVIDUAL,PASSPORT,D3707494,Commercial,6,11/01/2024,,14/01/2024,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
699,ADELE SHETTY,Female,North,KARNATA,560004,INDIVIDUAL,PASSPORT,H5111205,Commercial,4,26/03/2024,14/04/2024,01/05/2024,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
700,MELISSA MEHTA,Female,North,KARNATA,560001,INDIVIDUAL,PASSPORT,H7464522,Residential,7,24/09/2022,,03/10/2022,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
701,KAVYA NAIDU,Male,East,KARNATA,560051,INDIVIDUAL,PAN,KYQLU2697E,Commercial,10,11/02/2024,,14/02/2024,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
702,SARALA GEORGE,Male,South,KARNATA,560062,INDIVIDUAL,PAN,CQBXM5009Y,Commercial,6,30/10/2022,,05/11/2022,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
703,MEENA BHAT,Male,South,KARNATA,560019,JOINT,AADHAR,7.20068E+11,Commercial,12,26/10/2022,22/11/2022,28/11/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
704,POOJA HEGDE,Female,South,KARNATA,560017,INDIVIDUAL,PAN,WGFWP3430S,Residential,5,08/01/2023,,17/01/2023,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
705,SUNIL RAO,Female,South,KARNATA,560065,JOINT,PAN,JYQWM8929M,Residential,11,08/03/2022,22/03/2022,29/03/2022,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
